Date-Time,Close
1999-11-01,60.515625
1999-11-02,60.073425
1999-11-03,60.425
1999-11-04,60.7828
1999-11-05,61.34375
1999-11-08,61.35
1999-11-09,60.750775000000004
1999-11-10,60.929675
1999-11-11,61.15
1999-11-12,61.9625
1999-11-15,61.969525000000004
1999-11-16,62.7875
1999-11-17,62.70625
1999-11-18,63.28125
1999-11-19,63.125
1999-11-22,63.392175
1999-11-23,62.829675
1999-11-24,63.017175
1999-11-26,62.709375
1999-11-29,62.609375
1999-11-30,61.9953
1999-12-01,62.62655
1999-12-02,62.9625
1999-12-03,64.210925
1999-12-06,63.770300000000006
1999-12-07,63.20625
1999-12-08,62.804675
1999-12-09,63.201550000000005
1999-12-10,63.59375
1999-12-13,63.58125
1999-12-14,63.1375
1999-12-15,63.45
1999-12-16,63.63125
1999-12-17,63.871875
1999-12-20,63.264050000000005
1999-12-21,63.978125
1999-12-22,64.096875
1999-12-23,65.24607499999999
1999-12-27,65.09530000000001
1999-12-28,65.321875
1999-12-29,65.428125
1999-12-30,65.28515
1999-12-31,65.51875
2000-01-03,64.734375
2000-01-04,62.3875
2000-01-05,62.95
2000-01-06,62.3875
2000-01-07,65.3125
2000-01-10,65.5625
2000-01-11,64.9
2000-01-12,64.615625
2000-01-13,65.225
2000-01-14,66.117175
2000-01-18,65.378125
2000-01-19,65.65
2000-01-20,64.6125
2000-01-21,64.309375
2000-01-24,62.585925
2000-01-25,63.059375
2000-01-26,62.828125
2000-01-27,62.6875
2000-01-28,60.81875
2000-01-31,62.265625
2000-02-01,62.809375
2000-02-02,62.690625
2000-02-03,63.421875
2000-02-04,63.098425000000006
2000-02-07,62.79375
2000-02-08,63.403125
2000-02-09,62.045300000000005
2000-02-10,62.140625
2000-02-11,60.796875
2000-02-14,61.25
2000-02-15,62.119525
2000-02-16,61.25
2000-02-17,60.770300000000006
2000-02-18,59.403125
2000-02-22,59.442175000000006
2000-02-23,59.715625
2000-02-24,58.953125
2000-02-25,57.972025
2000-02-28,59.05625
2000-02-29,59.759375
2000-03-01,60.009375
2000-03-02,60.0578
2000-03-03,61.25625
2000-03-06,60.3625
2000-03-07,58.7617
2000-03-08,58.83625
2000-03-09,60.29375
2000-03-10,59.92125
2000-03-13,59.555925
2000-03-14,58.77375
2000-03-15,60.353125
