Date-Time,Index,Signal,1m_pct_change,3m_pct_change,6m_pct_change,Return,3m_volatility,6m_volatility
2010-10-31,42.678888888888885,1,0.07351269773248115,0.10832932576704812,0.06043288609132569,0.07351269773248115,0.16579056856799576,0.21897729624531542
2010-11-30,44.946296296296296,0,0.05312714239844496,0.18879920064262068,0.16489244266968717,0.05312714239844496,0.042461573727607574,0.204586030348086
2010-12-31,44.907777777777774,1,-0.0008569898232458906,0.12957649382348002,0.2533439457526203,-0.0008569898232458906,0.1331218075684256,0.13575454963873015
2011-01-31,45.687407407407406,1,0.017360681561389146,0.07049195976846923,0.1864576320092335,0.017360681561389146,0.09513579561044484,0.12316638089347866
2011-02-28,47.739259259259256,1,0.04491066506696062,0.06214000247208595,0.2626711859093669,0.04491066506696062,0.07981933820804113,0.0933922949811353
2011-03-31,50.45481481481481,1,0.056883068520357405,0.12352063075768438,0.2691024948296099,0.056883068520357405,0.07020483041134065,0.09527658687427228
2011-04-30,51.42185185185185,0,0.019166397510056665,0.12551477025843893,0.20485451216231465,0.019166397510056665,0.06676305907598278,0.08035626270578845
2011-05-31,51.22925925925926,1,-0.003745345328041827,0.07310544935451846,0.13978822463021712,-0.003745345328041827,0.10604998630599775,0.0842290052302894
2011-06-30,51.70222222222222,0,0.009232281899088202,0.024723258067357756,0.15129772125590724,0.009232281899088202,0.03980083972223639,0.07859587617331135
2011-07-31,51.51444444444444,0,-0.0036319092237598882,0.0018006467923279423,0.12754142481922237,-0.0036319092237598882,0.02584256525352136,0.08788895260585376
2011-08-31,49.70074074074074,0,-0.035207672785051214,-0.02983682646635677,0.04108738828202596,-0.035207672785051214,0.0792139612701208,0.10565488904456147
2011-09-30,46.28407407407407,1,-0.06874478359365699,-0.1047952663400098,-0.08266288868661364,-0.06874478359365699,0.11279586033695825,0.11277202165316019
2011-10-31,51.40259259259259,1,0.11058919554762459,-0.0021712716318328384,-0.0003745345328041161,0.11058919554762459,0.33027909619486945,0.20954711578079754
2011-11-30,51.846666666666664,1,0.00863913767139568,0.04317694050315968,0.012051851155661986,0.00863913767139568,0.3115854991682632,0.20954705358303477
2011-12-31,52.49999999999999,1,0.012601260126012592,0.13429945505613472,0.015430241554199142,0.012601260126012592,0.20005573325202036,0.209823017093048
2012-01-31,56.22,1,0.07085714285714295,0.0937191523701788,0.09134439100144509,0.07085714285714295,0.12066918791822738,0.22886579725831588
2012-02-29,58.37407407407407,1,0.0383150849177174,0.1258983041161259,0.17451114820555613,0.0383150849177174,0.10113292434350543,0.2120336265572336
2012-03-31,60.07555555555555,1,0.02914789670706175,0.14429629629629637,0.2979746653116424,0.02914789670706175,0.07593002158607008,0.13539540845908124
2012-04-30,60.578518518518514,0,0.008372173312618747,0.07752612092704592,0.1785109556370552,0.008372173312618747,0.05314594956612817,0.08402383008966782
